Text,Label
@anaazacche c quiser conversar pd chamarr,None
"@MarvH3eme @clfeu Tu devrais te forcer à  lire un tome au moins une fois. Si le style  «  one piece   » ne te plaît pas, €¦ https://t.co/zw4mK0S62T",None
à‰tonné que personne m'ai roast ma race  on dirait une putain de lesbienne https://t.co/MFUI5kNJKT,Homophobia
ptn c dur detre lesbienne €¦. trop defforts sont demandés €¦..,None
Je te tiens je te retiens du bout des doigts pour te ramener contre moi,None
@Uzumaki_D_Byl pq j'ai ton odeur sur moi pd,Homophobia
"En deux jours et sans le faire exprès, je viens de voir deux films avec une actrice que je ne connaissais pas : Ana €¦ https://t.co/TkHu8luNUi",None
@JHardenFR2 6 pd en 1 qt pour l'oracle et des gens doutent encore de son apport offensif ðŸ˜¹ðŸ˜¹,Homophobia
"@_Confessfantasm Doigt dans le cul = PD ?
Masculinité fragile...",Homophobia
Askip c'est une vibe lesbienne/bi + garçon manqué et je suis la rebelle de ma famille ðŸ™‚,None
@pepice_pv c pd tt ça,Homophobia
en fait je suis lesbienne mais les mecs francais sont assez féminins pour que je les trouves beaux,None
@GrandeMytsei @BerkanFTN @xenonftn_ toi aussi on t'a pas parler t'es bzr pine tmr ailleur pti pd,Homophobia
Kuina chui lesbienne pour elle dsl ma wife,None
et que j'étais lesbienne et que j'étais sorti avec une meuf plus à¢gée. C'était quasiment vrai aussi mdrrrrrr jpp de moi,None
@mhs1180 A j'ai compris t'es pd ðŸ˜,Homophobia
@elonmusk sale pd remets Twitter comme c'était avant,Homophobia
SUPPRIME ET ARRàŠTE TA DIFFAMATION JE SUIS LESBIENNE https://t.co/VkgwLGi3HF https://t.co/zpxIagEQUp,None
@CeeSnipes Nan je dec c'est raciste pd,Homophobia
@PANPANSKSK_ hb mon pd préféré,Homophobia
@YouYouvens @ActuFoot_ Il veut quoi le pd ?,Homophobia
Mais la partie 4 de Paradise PD ils sont allés vraiment loin j'ai pas les mots ðŸ˜­,None
@Footballogue Une photo de pd,Homophobia
"RT @MSolidarites: ðŸ”¥ C'est aujourd'hui ðŸ”¥
 
 Rendez-vous à  11h Porte de la Chapelle pour la Journée internationale des migrant ·e ·s : Manifestat €¦",None
@ptiloup44 @CarrPatrick2 Pourquoi MENTEZ-VOUS en l'accusant de harcèlement ce qui est de la pure diffamation ? Il n €¦ https://t.co/Q7f1yD0tR5,None
RT @RAbsolument: Espagne : Un migrant Marocain détruit une crèche de Noël à  Calahorra au marteau https://t.co/0AaQRL4Iws,None
@ajplusfrancais Comment un migrant arrivant d'Algerie peut àªtre discriminé en France et surtout dans le 9-3 ?,Racism
@Charononia Gros cadeau ça !,None
"Putain, qu'est-ce ce que tu me manques. La vie, la pute. https://t.co/RABhpDWMbD",None
@F_Desouche Encore un patrimoine qui va partir en fumée. J'espère qu'ils ont prévu une salle de prière islamique ! #stopimmigration #Migrant,None
@RFI Seuls les gros connards vont regarder ce lamentable spectacle de la honte.,Bullying
"@lestrepublicain - gros con.
 - ordure
 - fumier
 - inhumain
 - complice de crimes
 
 #deRien",Hate_Speech
"RT @MSolidarites: ðŸ”¥ C'est aujourd'hui ðŸ”¥
 
 Rendez-vous à  11h Porte de la Chapelle pour la Journée internationale des migrant ·e ·s : Manifestat €¦",None
 šª “‚ï¸ Argentine-France : gros déséquilibre en tribune #TeamOM ðŸ‘‡ https://t.co/TLI10fEL2W,None
Argentine-France : un troisième titre qui peut rapporter gros #Girondins https://t.co/EChAX8DSlp,None
"RT @F_Desouche: Cabriès (13) : une étudiante de 22 ans qui venait de terminer son service à  Burger King, poignardée à  mort sans raison par €¦",None
"RT @menton_z: En Espagne, à  #Calahorra, un migrant marocain détruit la crèche de Noël au marteau : il faut arràªter de croire que ces destru €¦",None
RT @Jen_Cleopatra: A quand une miss France avec des gros boobs pour que je me sente enfin représentée ? ðŸ˜,sexism
@EmmanuelMacron Putain mais occupe toi plutà´t de tes concitoyens qui crèvent de froid dand ton pays gros c'est ton €¦ https://t.co/bT7DEpNqFg,None
@GilbertCollard Il est rudement physionomiste celui qui a reconnu un migrant marocain ðŸ˜‚,None
"@ericvidalenc Petit rappel : faut écouter la vidéo avant d'en écrire une critique
 
 Sinon on passe pour un gros débile",Bullying
"RT @TrashTalk_fr: Ja Morant, victime de l'expulsion la plus débile de l'année en NBA : parler à  un fan, c'est désormais condamné https://t. €¦",None
RT @Monsieurbai: Finale de la coupe du monde : vais je boycotter ou aller voir le match comme un gros là¢che ? Réponse dans mon billet du jo €¦,None
@jmyremets T'es vraiment un gros con débile dangereux  š ï¸,Hate_Speech
"RT @norabz: eh beh, un bon gros pavé réactionnaire sur la bouffe (ça commence au dixième paragraphe, cherchez ""inattendu"" dans la page), ça €¦",None
Comment je me suis disputée :  « Mon beau-père me traite de connasse et de bonne à  rien au repas de Noël  » €¦ https://t.co/biQO9OYO1J,Bullying
@FilSport @insta360 Bonjour je participe et je croise mes gros doigts boudinés. ðŸ¤ž,None
"@GastonTrougnard Je ne remercie quasiment jamais, hormis quand un automobiliste me laisse enfin passer sur un gros €¦ https://t.co/uDYcEPLR3y",None
@velma_bella @Hubert_de_la_B achète plutà´t un gros pull et fonce t'offrir cette putain de console bordel !,Hate_Speech
@GilbertCollard Maître Collard comment pouvais vous certifier que cette individu est un migrant et aussi un marocai €¦ https://t.co/ifiDNrTKRZ,None
@dr_l_alexandre @moderna_tx gros mensonges Stop fake..en tous les cas pour le covid après pour le cancer pourquoi p €¦ https://t.co/28DrAAt0cY,None
"RT @kisscoo65376227: Il y a vraiment de gros problèmes d'attente pour les métros et les bus en particulier !
 
 Que prévoyez-vous concrètemen €¦",None
@publicsenat @AQuatennens @MathildePanot Elle est conne ou elle fait semblant ?? à€ moins qu'elle ne soit atteinte d €¦ https://t.co/pxubN7uNAq,None
RT @carolinedehaas: Vous semblez également découvrir que des militants insoumis harcèlent les personnes qui ne sont pas d'accord avec la li €¦,Hate_Speech
"@EmmanuelMacron T'as une capacité extraordinaire à  l'incohérence
 Tu t'en fouts des pauvres qui sont morts pour cons €¦ https://t.co/8fxMGyZiOS",Hate_Speech
Finale de la coupe du monde : vais je boycotter ou aller voir le match comme un gros là¢che ? Réponse dans mon bille €¦ https://t.co/FsdUZKsD7G,None
"RT @MllerQuentin: Volet N*5 et dernier - ITW de Zyad Ibhais, frère de l'embastillé Abdullah, ancien chef des relations médias de l'orga de €¦",None
"RT @le_Parisien: Bonjour et bienvenue dans ce direct consacré à  la guerre en Ukraine
 
 - Samedi, de nouvelles frappes russes ont fait cinq m €¦",None
"RT @realmarcel1: L'enchaînement du gros plan sur l'énorme lustre allumé en pleine journée et  « la sobriété, ça fonctionne  » dans cette vidé €¦",None
"Au 1er tour, le public accorde 120 points et le jury, de par ses égalités, 134 points. On est sur un 53%-47% au lie €¦ https://t.co/HxS6fGPVzg",None
"RT @realmarcel1: L'enchaînement du gros plan sur l'énorme lustre allumé en pleine journée et  « la sobriété, ça fonctionne  » dans cette vidé €¦",None
"RT @MSolidarites: ðŸ”¥ C'est aujourd'hui ðŸ”¥
 
 Rendez-vous à  11h Porte de la Chapelle pour la Journée internationale des migrant ·e ·s : Manifestat €¦",None
"Kendji Girac, gros malaise au sacre d'Indira Ampiot Miss France 2023 https://t.co/cOL0Lungv6",None
"un de mes premiers souvenirs de foot, la main de Marius Trésor face à  l'Argentine en 1978 et un gros sentiment de s €¦ https://t.co/rEXxKMEoNd",None
"@Leni_6700 laisse moi deviner, tu es un gros groomer sur son SUV qui pense avoir acheté la route et menace piétons et cyclistes. J'ai bon ?",Bullying
@PCSFMINFO Oui nous c'est pareil. La petite est hyper déçue bref c'est vraiment un gros gà¢chis. Désolée pour toi  ¤ï¸,None
"RT @realmarcel1: L'enchaînement du gros plan sur l'énorme lustre allumé en pleine journée et  « la sobriété, ça fonctionne  » dans cette vidé €¦",None
"@lain_philippe @BatmanPSG69 @realmarcel1 Et tu crois que le travail c'est la seule raison de sortir de chez soi?
 Je €¦ https://t.co/dThD30ddQL",None
@dcrossbowxxx Attention Whore : la définition la plus vulgaire selon Wikipedia :  « Personne ayant un besoin pathéti €¦ https://t.co/nloKiicCoa,Hate_Speech
et puis flemme à  part si la personne est de sexe masculin grande et a des gros bras là  dans ce cas ça me dérange pa €¦ https://t.co/exK0tRoWtg,Bullying
Que les gros racistes se soutiennent entre eux c'est très bien,Racism
"@GilbertCollard Toujours dans la division 
 Un migrant qui a parcouru mer et terre pour se mettre à  l'abri n'a vraim €¦ https://t.co/lmGrpBItuE",None
@Yumekoala1 @hvt_louis @danivempire666 Juste n'importe quoi. Un gros pc ou tu veux faire tourner les derniers jeux €¦ https://t.co/P8CI5iWdrA,None
"RT @pbeyssac: Ironie, ce qui est présenté comme une approche essentiellement ""non marchande"" est en fait la copie de l'approche ultra-march €¦",None
"@felhagehistoire @Taigasangare @JTram_ Ce n'est PAS une question de pincement au cÅ“ur, enfin ! C'est une question d €¦ https://t.co/NG0uwR4ec8",None
"RT @fedoriphore: à€ l'approche de Noël et pour clore 2022, dans un soucis d'apaisement je viens de débloquer un gros paquet de comptes de g €¦",None
@Dauvers70 @Danone_Yaourt Il y a quand màªme un gros problème d'hygiène avec ce vrac. Et personne n'essaie de le résoudre.,None
@jmaphatie @AQuatennens @FranceInsoumise Signalé pour harcèlement !,None
@Raslebo75750522 @jmaphatie @AQuatennens @FranceInsoumise A chaque fois je le signale pour harcèlement !,None
"RT @Haut_Rhinois: Voilà  pourquoi #Macron a reculé le debat sur l'age de départ de la retraite : +4% de ""mécontents"" et +6% de très ""méconte €¦",None
"Samsung ils sont trop mignons. Ils font une pub pour le z flip 4 à  la télé, mais ils sont màªme pas capables de suiv €¦ https://t.co/Rj4kSkf54h",None
"RT @EELVPB: MANIFESTATION A BAYONNE, LE 17 DECEMBRE A 11H POUR LA REGULARISATION DES SANS-PAPIERS ET POUR L'EGALITE DES DROITS.
 En réponse €¦",None
"RT @EelvGironde: Les écologistes appellent à  se joindre à  la manifestation prévue ce dimanche 18 décembre à  14h, place de la Victoire pour €¦",None
"RT @lae_gmz:  « j'suis attachée mais t'es un Renoi, t'es pas musulman, tu pries pas tu préfère dealer  » mais pitié qui gère la musique de We €¦",Racism
"RT @FerrariF1FRA: ðŸ”´ THREAD sur les nouveautés attendues sur la Ferrari 2023 :
 
 - Différences visibles sur les cà´tés et la partie arrière.
 - €¦",None
"@hex4647 @Venivedivici16 @msmontfort Oh le joli amalgame migrant/prison
 Très bien placé JV",None
"RT @AmnestyLux: La Journée internationale des migrant ·e ·s, c'est aujourd'hui ðŸ‘‰ nous vous invitons à  en apprendre plus sur ce dossier, en li €¦",None
"RT @BFMTV: ""L'Argentine, ça va àªtre un gros morceau""
 
 Alain Giresse, ancien footballeur de l'équipe de France, est à  Doha pour soutenir les €¦",Hate_Speech
@KARLOLIVE Traduction : on aménage des logements pour migrant,None
"ðŸ”´L'homme aux plus gros testicules du monde, se les est fait enlever https://t.co/hQYZW3Q5KG",None
RT @FFLose: à‡a parle de Varane et Konaté malades mais le vrai gros risque c'est que la chatte à  DD choppe le fameux virus. Tant qu'elle ser €¦,None
"RT @eric_gernez: Opinion : Interdiction de l'utilisation du mot nègre
 ""avec l'interdiction du mot nègre, une culture est blanchie à  la chau €¦",Racism
@MathieuSlama Non on assiste d'abord à  la violence croissante de #Migrant et #musulmans dissimulée par vos amis de €¦ https://t.co/XmRZNl7D9g,None
@ralifromparis @tvlofficiel C'est surtout choquant de mettre des migrant là -bas alors que des sdf français n'ont pas d'hébergement €¦,None
@Trouillet_ J'aurais voulu qu'il mette son gros fiak aussi,None
"RT @BFMTV: ""L'Argentine, ça va àªtre un gros morceau""
 
 Alain Giresse, ancien footballeur de l'équipe de France, est à  Doha pour soutenir les €¦",None
"RT @realmarcel1: L'enchaînement du gros plan sur l'énorme lustre allumé en pleine journée et  « la sobriété, ça fonctionne  » dans cette vidé €¦",None
@silkcoleman1 @lasource75006 T'es complément debile toi heureusement que toute la France n'est pas comme toi,Hate_Speech
@plaisirdouble3 Coucou très belle gros bisous  ¤ï¸,None
@sof_l4 @flo_thm Euh .. tu vis dans quel monde espèce de sombre connasse ?? Allez vas te balader dans le 93 et vas €¦ https://t.co/V1LsjExSkB,Hate_Speech
"@Maxou_LaMenace Je suis très contente pour toi, aujourd'hui un gros suspens avec le match des bleus ! je bois le ca €¦ https://t.co/8h7TPx8U0Z",None
"@AfterRMC @walidacherchour Tkt gros, l Algérie ne sera jamais en finale de cdm donc tu n'auras pas à  choisir",Bullying
"RT @Choubouloute_: Chaque année notre miss passe pour une débile parce qu'elle ne sait pas s'exprimer et ça ne dérange pas le comité, proba €¦",Bullying
@FlowSama3 @RMCsport L'infà¢me fils de pute broie ta soeur sale raciste,Hate_Speech
@tvlofficiel Pauvre débile ! Qu ils aillent se faire foutre les migrant c hors de France point.,None
@LepretreTony  €¦ que vous àªtes immonde. Vous avez oublié de mentionner le cannibalisme de petits enfants par l'Ukrai €¦ https://t.co/krh1dFbD91,None
"RT @MSolidarites: Dimanche 18 décembre à  Paris, nous manifesterons au départ de la Porte de la Chapelle à  11h, devant l'un des plus grands €¦",None
"RT @xXGorkXx: J'aimerais tellement connaître l'humain ou l'humaine qui a fait ça pour les chats qui vivent dehors, juste pour lui faire un €¦",None
"#migrant sauvés...fait chié !
 
 https://t.co/kfJqJOKfPL",None
"""L'Argentine, ça va àªtre un gros morceau""
 
 Alain Giresse, ancien footballeur de l'équipe de France, est à  Doha pour €¦ https://t.co/IRA9WdDFNh",None
" œŠ A tout à  l'heure à  la manif de la #journée internationale des #migrants.
 Pour #Montpellier le rdv est à  11h place €¦ https://t.co/8kutMwEUnK",None
"ðŸ”¥ C'est aujourd'hui ðŸ”¥
 
 Journée internationale des migrant ·e ·s 
 
 Contre Darmanin et son monde : Solidarité, Liberté, €¦ https://t.co/OtMS9WvPU0",None
Une villa inhabitable suite à  un gros incendie ce dimanche matin à  Saint-Sauveur https://t.co/xbBYCqhrOY https://t.co/HOky7iE5Zs,None
"@AlexisPhilo En gros, Lyon / Lyon ...
 Pas très mobile le monsieur ðŸ˜ðŸ˜",None
"18 décembre. Aujourd'hui c'est la journée internationale des migrant.e.s. Alors, exigeons la régularisation général €¦ https://t.co/klmG1WuTXo",None
"RT @realmarcel1: L'enchaînement du gros plan sur l'énorme lustre allumé en pleine journée et  « la sobriété, ça fonctionne  » dans cette vidé €¦",None
@Chtybou @bertrand_k @MaxPouss La commu du catch l'a rincé comme il fallait suite au harcèlement qu'il avait prit s €¦ https://t.co/YrbHjWfKHO,None
"RT @SebaouiHammou: L'enchaînement du gros plan sur l'énorme lustre allumé en pleine journée et  « la sobriété, ça fonctionne  » dans cette vi €¦",None
@le_6e_homme Apparemment il a été victime d'une règle débile qui interdit les joueurs de parler aux fans. Cette NBA €¦ https://t.co/bHkRWHyY2N,Bullying
@YvesDidier9 J'avoue. Un très gros village,None
"RT @norabz: eh beh, un bon gros pavé réactionnaire sur la bouffe (ça commence au dixième paragraphe, cherchez ""inattendu"" dans la page), ça €¦",None
@G_BRIFFAUD @GaliaAckerman @DariusRochebin Et ça vous y croyez les fils de pute ? https://t.co/EVrK4W2Zyg,Hate_Speech
"@KLeagueFr @JLeagueFra Shonan fait un très bon mercato, ils ont màªme réussi à  renouveler Machino alors qu'il y avai €¦ https://t.co/hwXf0Hno29",None
"RT @LeaFrct: Ma petite sÅ“ur de 20 ans étudie à  #Bordeaux, elle vient de me raconter sa soirée après France-Maroc. Elle a croisé la route de €¦",None
"RT @Lass2fois: La 3e étoiles ou rien, fuck l'Argentine et ses gros suceurs",Hate_Speech
"RT @realmarcel1: L'enchaînement du gros plan sur l'énorme lustre allumé en pleine journée et  « la sobriété, ça fonctionne  » dans cette vidé €¦",None
RT @IlanLamar: @Cdanslair Le gros problème chère madame c'est que les populations sont de plus en plus informées et en plus ont eu accès au €¦,None
"Ajd jour de la finale #FRAARG de la #CoupeDuMonde2022, c'est aussi la Journée internationale des migrants. 
 
 Les ma €¦ https://t.co/RMaO2YParK",None
"#2GM, #Pacifique, #Philippines, 18 décembre 1944, un typhon cause de gros dégà¢ts au sein de la IIIe flotte américai €¦ https://t.co/ZAMyUlaSCx",None
"Aujourd'hui, c'est la journée internationale des migrant ·es. Oussein et Bassaro ont tous les deux quitté le Mali po €¦ https://t.co/ehnEBu20PA",None
"Les gros clowns sont de sortie
 Le masculinisme en etendard
 Comment couler un parti : cracher pendant des mois sur l €¦ https://t.co/5vQizgvV2W",sexism
"soupe locale. Malheureusement, les NP sont formés localement et ne savent régurgiter que le BPAC et les Health Path €¦ https://t.co/ZSxrzcGg6d",None
"Jay-Z, Brad Pitt, Tony Parker... les stars investissents dans le champagne, et ça rapporte gros !  ¬‡ï¸ €¦ https://t.co/stAEPnz0ML",None
"C'est la Journée internationale des migrant ·e ·s !
 Contre la loi immigration de Darmanin et la stigmatisation des pe €¦ https://t.co/xNruWvCQn4",None
@MargauxKer @p_duval @dr_l_alexandre @elonmusk @silvano_trotta Ok Margaux sale pute. Je suis sà»re que t'es moche en €¦ https://t.co/RlCMoFImPw,Hate_Speech
@MargauxKer @p_duval @dr_l_alexandre @elonmusk @silvano_trotta Du coup demain tu dis à  un homo sur Twitter qu'il es €¦ https://t.co/qoVEtPN9u3,Homophobia
RT @MaryC7773: Bravo à  Eric Revel qui remet à  sa place les affreux gauchistes que sont le gros Dray et l'affreux Zeribi. Ils sont tellement €¦,None
RT @basedrightman: Les européens sont les gros pigeons de cette histoire. Comme si il n'y avait que l'Europe qui polluait €¦,Hate_Speech
"Supporter du foot 
 #CoupeDuMondeFIFA 
 Màªme si vous aimez le foot ne vous laissez plus manipuler par ce sport qui es €¦ https://t.co/raZGxuzDdG",None
Devenez migrant l'Etat ðŸ™Œvous offre la vie de Chà¢teau ! ðŸ¥¹ https://t.co/iK5H7iAyVz https://t.co/7NbjfZ9aer,None
"@Kako_line Merci pour la mise en avant de ce resultat et ce thread d'analyse très interessants ðŸ˜Š
 Une partie de l'ac €¦ https://t.co/kM30q6PCys",None
"Quand soudain, le gros lourd du train : ""C'est pour m'éblouir, les gambettes et les paillettes ? C'est réussi ! Moi €¦ https://t.co/3n6GBAyj0z",None
"RT @realmarcel1: L'enchaînement du gros plan sur l'énorme lustre allumé en pleine journée et  « la sobriété, ça fonctionne  » dans cette vidé €¦",None
#Solidarité . Un village de la #Loire se mobilise pour aider un réfugié #ukrainien qui marche plus d'une heure chaq €¦ https://t.co/mLDYsIrlXS,None
RT @MaghrebDisco: Si les trois ballons d'or français refusent d'asster a la final que joue leur pays...c'est qu'il y a vraiment un gros pro €¦,None
"RT @LadyPixie6: Les gens qui utilisent l'argument de la justice réhabilitative pour défendre Quatennens, eh gros sayer :
 
 - Il a pris du su €¦",None
Gros scandale entre Gianni Infantino et Achraf Hakimi :  « Ce qui s'est passé dans le tunnel..  » https://t.co/EQXGiFctgq,None
"@NieulDe Doux dimanche en famille, chère Dianne €¦Gros bisous, Monique.ðŸ˜˜ðŸ˜˜ðŸ˜»ðŸ˜»ðŸ¦‹ðŸŒº",None
"@berclazm Reposant dimanche chère Michèle, gros bisous et affectueuses pensées €¦Monique.ðŸŽ¶ ¤ï¸ðŸˆ € ¬›ðŸ’ƒðŸ½ðŸ’",None
@CassinDe23 @catfan57200 @Coeur_Turquoise @Papounay_ @limon_jaime @Franc_de_Sousse @hagaysobol @JeanneMReinhart Mer €¦ https://t.co/AmMdLmPmOB,None
@clo1774 des ordures dans 6 mois mon maris cela fera 4 ans qu ils peut plus bouger correctement ses bras ils l ont €¦ https://t.co/k9HK162TEi,Hate_Speech
"chirugien ortho
 Mon mari est limité à  5kg et les bras a 110 degres consolidé sans sequelles ðŸ¤”ðŸ˜³ gros problème chez €¦ https://t.co/JxTd8l0HFY",None
"Journée internationale des migrant ·e ·s : 1er round contre la loi Darmanin
 
 ðŸ“…1er round qui démarre à  11h porte de la €¦ https://t.co/I4nRUbNCCK",None
"RT @realmarcel1: L'enchaînement du gros plan sur l'énorme lustre allumé en pleine journée et  « la sobriété, ça fonctionne  » dans cette vidé €¦",None
Journée internationale des migrant ·es : lutter contre les atteintes aux droits via @MediapartBlogs https://t.co/PUSiUtYDP3,Racism
"RT @lae_gmz:  « j'suis attachée mais t'es un Renoi, t'es pas musulman, tu pries pas tu préfère dealer  » mais pitié qui gère la musique de We €¦",Racism
"RT @TBegoud: J'ai peut àªtre (c'est confirmé) un gros cul, mais au moins je n'ai pas contribué au viol d'une vache, ni à  l'enlèvement de son €¦",sexism
"RT @lthe_z: Très anxieux pour cette finale!
 Heureusement un ami zététicien m'a dit que si on perd c'est parce qu'on aura raison de perdre c €¦",None
Je suis mort depuis que la noisette a dit dans un tiktok qu'il avait Kyks comme surnom comment ça prend ça au pied €¦ https://t.co/3gFSgK4P6J,None
RT @EyeJns: J'ai envie de montrer mais j'aime pas montrer mon gros visage https://t.co/wF69nzNdaE,None
Argentine-France : gros déséquilibre en tribune #TeamOM ðŸ”µ šªï¸ https://t.co/IbrohZvkQS,None
"RT @andre_bellemar3: @RAbsolument Après, est-ce que c'est vraiment un  « migrant marocain  » ? Rien ne le prouve sur les images, mais c'est e €¦",None
Macron donne un gros chèque aux arbitres au quoi??? Autrement je sais pas.. Le mec est trop serein. https://t.co/rkfr1WjZuA,none
RT @ASzulman: @MathieuSlama Non on assiste d'abord à  la violence croissante de #Migrant et #musulmans dissimulée par vos amis de gauche et €¦,None
"RT @lae_gmz:  « j'suis attachée mais t'es un Renoi, t'es pas musulman, tu pries pas tu préfère dealer  » mais pitié qui gère la musique de We €¦",Racism
@alain_geff C'est en gros ça en effet. Le sous-compteur voit passer 2200W et la puissance nominale est ~5400W. Mon €¦ https://t.co/FQHlEn4kw0,None
"RT @MllerQuentin: Volet N*5 et dernier - ITW de Zyad Ibhais, frère de l'embastillé Abdullah, ancien chef des relations médias de l'orga de €¦",None
"RT @Maroc1deF: @GilbertCollard Gilbert Collard, merci de supprimer votre tweet.
 
 La Mairie de Calahorra a démenti votre fake news accusant €¦",None
@le_Parisien C'est qd ça arrange.Fier que mon pays la France soit multiculturelle mais durant cette période où j'a €¦ https://t.co/yj6vaHkKGt,None
"RT @CICR_Afrique:  « à‡a fait 5 ans que je n'ai pas vu mon fils. Je n'ai aucune trace  »  €” Awa, mère d'un migrant disparu.
 
 #JournéeDesMigrant €¦",None
RT @E2Villiers: Devenez migrant l'Etat ðŸ™Œvous offre la vie de Chà¢teau ! ðŸ¥¹ https://t.co/7NbjfZ9aer,None
"RT @realmarcel1: L'enchaînement du gros plan sur l'énorme lustre allumé en pleine journée et  « la sobriété, ça fonctionne  » dans cette vidé €¦",None
"RT @HeurafoodsFr: L'un des plus gros mythes perpétués par l'industrie de la viande animale, c'est de faire croire que manger de la viande l €¦",None
"RT @CICR_Afrique:  « à‡a fait 5 ans que je n'ai pas vu mon fils. Je n'ai aucune trace  »  €” Awa, mère d'un migrant disparu.
 
 #JournéeDesMigrant €¦",None
"RT @CedricMas: #Ukraine j'ai essayé d'étudier cette vidéo sur le gros.
 (Avec des géolocalisation qui montrent que c'est un survol de l'Est €¦",None
 š ï¸On signale ce matin du verglas en Bretagne avec la pluie arrivant sur des sols encore gelées. Soyez prudent! Le v €¦ https://t.co/sRGaECS6Ks,None
"RT @lae_gmz:  « j'suis attachée mais t'es un Renoi, t'es pas musulman, tu pries pas tu préfère dealer  » mais pitié qui gère la musique de We €¦",Racism
"RT @CICR_Afrique:  « à‡a fait 5 ans que je n'ai pas vu mon fils. Je n'ai aucune trace  »  €” Awa, mère d'un migrant disparu.
 
 #JournéeDesMigrant €¦",None
"@ARTEfr Gros gros Big UP à  la monteuse/monteur de la BA, c'est splendide et donne une furieuse envie de voir le doc ðŸ‘Œ",None
"RT @Kawamatsu95: ðŸŽ GROS CONCOURS ONE PIECE ðŸŽ
 #ONEPIECE 
 
 à€ l'occasion des fàªtes de fin d'année, moi et @zenmarket_fr on fait gagner la Figu €¦",None
"RT @lae_gmz:  « j'suis attachée mais t'es un Renoi, t'es pas musulman, tu pries pas tu préfère dealer  » mais pitié qui gère la musique de We €¦",Racism
RT @Jen_Cleopatra: A quand une miss France avec des gros boobs pour que je me sente enfin représentée ? ðŸ˜,sexism
"@Louislctm @dlgarn75 @juliehenches Tu incombes la saleté et la pollution aux immigrés ""mal éduqués"".
 Je souligne l €¦ https://t.co/cxgZ74iKJE",None
"RT @lthe_z: Très anxieux pour cette finale!
 Heureusement un ami zététicien m'a dit que si on perd c'est parce qu'on aura raison de perdre c €¦",None
"@CalcioMagi @DierrePreossi Ok monsieur le titulaire de la médaille Fields de Twitter (ou dr. en linguistique, comme €¦ https://t.co/FoBXif2ZK7",None
"RT @lae_gmz:  « j'suis attachée mais t'es un Renoi, t'es pas musulman, tu pries pas tu préfère dealer  » mais pitié qui gère la musique de We €¦",Racism
@KyxQLF Des gros mongole jpleure,Bullying
@ArobaseAuber La on est sur du gros gros mec bien cringe sans pote IRL qui se lave une fois par semaine ouais,None
"RT @CICR_Afrique:  « à‡a fait 5 ans que je n'ai pas vu mon fils. Je n'ai aucune trace  »  €” Awa, mère d'un migrant disparu.
 
 #JournéeDesMigrant €¦",None
Un sujet de fascination pour moi c'est ces séances presque vides mais pour lesquelles les gros multiplexes ne propo €¦ https://t.co/oHxXKMVXAv,None
@gautoz Et màªme dans l'édition simple il semblerait que les jeux ne soient pas dans leur meilleure version. Ce gros €¦ https://t.co/ZT21HwwVIz,None
@ericvidalenc Mais quel guignol ce type...en gros on te met le nez dans ton caca et tu continues à  nous soutenir qu €¦ https://t.co/GKGyyeUeRA,Bullying
@PoppiBuncoart @Qofficiel Il faudrait qu'un psy s'attarde sur ces associations d'idées avec les couleurs. Le résult €¦ https://t.co/tGddbhVPki,None
"RT @realmarcel1: L'enchaînement du gros plan sur l'énorme lustre allumé en pleine journée et  « la sobriété, ça fonctionne  » dans cette vidé €¦",None
"RT @lae_gmz:  « j'suis attachée mais t'es un Renoi, t'es pas musulman, tu pries pas tu préfère dealer  » mais pitié qui gère la musique de We €¦",Racism
RT @E2Villiers: Devenez migrant l'Etat ðŸ™Œvous offre la vie de Chà¢teau ! ðŸ¥¹ https://t.co/7NbjfZ9aer,None
"Alors là  €¦ j'adorais Gignac, jusque là . Allez casse toi gros vendu reste au Mexique c'est mieux https://t.co/R6bmcOEPTD",None
"@PHILBONNE37 Ne vous moquez pas de Gérard Roger , c'est pas de sa faute c'est juste un débile inculte en parlant poliment",Bullying
@lenaicrobardet @M_Blanpain Eh gros sayé !!!,None
"@px_xavp Par contre les débile de droite, laissez les militants FI remonter les bretelles eux màªme de leurs dirigea €¦ https://t.co/2LqAkXt7aw",Bullying
"Merci pour vos retours,.vous àªtes des amours ðŸ˜
 
 Jour de finale ðŸ‡¨ðŸ‡µðŸ‡¦ðŸ‡·, on a Jeanne Tonic qui est maladou mais ça va o €¦ https://t.co/zxCw9aMOPy",None
"RT @So_chou_ette: Est ce qu'il choisit la place en haut à  droite / gauche pour faire du vice
 Est ce que c'est un gros relou quand il regard €¦",None
RT @Kha__dy: Yousra elle me fait pas rire moi perso elle me gàªne tellement puis elle commence a me zehef a faire la conne de service,Bullying
"@DrSabrinaaurora @FrCastex une gifle (et le harcelement qui va avec) c'est une violence conjugale.
 le nier c'est àªt €¦ https://t.co/GMvopguqTO",Bullying
@Paf_le_doc J'ai un gros biais d'observation sans doute (had toussa) mais j'en vois beaucoup de la tazo et màªme de €¦ https://t.co/Jn2ASPA6Fr,None
"@Benzema3469 Dembele et aouar n apporte rien :/ il faut masser a autre chose et juste les garder sur le banc...
 
 Dé €¦ https://t.co/j0OYVSiJmj",None
@lu_ciol_avx Très Gros mais gentil https://t.co/6PpQ35KQGv,None
