text,label,label2,to be removed,merged_labels
"RT @victoireKeravel: STOP aux détracteurs qui disent que j'exagère sur les dealers, délinquants à #Nantes regardez la vidéo prise cet hive…",,none,no,none
RT @Bellinarg4: Bill Gates prévoit une “contagion catastrophique” capable de tuer de jeunes adultes et des enfants…que nous prépare Gates ?…,,hate speech ,yes,hate speech 
"@RMCsport Entre @lequipe et @RMCsport qui est le plus con?
 Celui qui donne une info de merde ou celui qui la relaye… https://t.co/gkS7RAQbJN",,bullying ,yes,bullying 
"@GAUTHIERdeKERAN @Margotte57000 Et gros imbéciles le résultat sera 15% d’inflation, dévaluations 3 en 18 mois comme… https://t.co/MPMpPOzKCo",,none,yes,none
@lequipe Vous êtes vraiment des gros fdp en fait,Insult,Bullying ,yes,Bullying 
"RT @GilbertCollard: En Espagne, à #Calahorra, un migrant marocain détruit la crèche de Noël au marteau : il faut arrêter de croire que ces…",None,racism ,yes,racism 
"- Toujours plus d’expérimentation, mais aucune réel study, création du modèle de Miranda!
 - Plus gros projet achevé… https://t.co/uaQksQ0rrA",,none,no,none
@WadomiBtw @djzr_no_mi @ABrca10 @nrick21 il dmd si il a choisi le blond ou le brun et le mec a envoyé une image du… https://t.co/aYmPpoZHFs,,none,no,none
"RT @YungNegrowski: Je suis choquée. Tu es policier, une fille vient te dire qu’il y a des traffics sexuels, de la pedocriminalité et du cyb…",,sexism ,yes,sexism 
@HSeatFiaks @Imaginary_Flame Kaido aussi en a fracasser des gens et à entrenue sont image de l’antagoniste ultra cr… https://t.co/T2pTe7FbHu,,none ,no,none 
@lequipe Il parle avec son ressenti il a le droit les gros chauvins vont s’en donner à cœur joie 😉,,none,no,none
"RT @GilbertCollard: En Espagne, à #Calahorra, un migrant marocain détruit la crèche de Noël au marteau : il faut arrêter de croire que ces…",None,None,yes,None
"RT @GilbertCollard: En Espagne, à #Calahorra, un migrant marocain détruit la crèche de Noël au marteau : il faut arrêter de croire que ces…",None,None,yes,None
"RT @GilbertCollard: En Espagne, à #Calahorra, un migrant marocain détruit la crèche de Noël au marteau : il faut arrêter de croire que ces…",None,None,yes,None
Actuellement en train de boire mon café avec le plus gros chat du monde sur mes jambes. Il râle tellement. C'est un… https://t.co/owtMLb07v5,,none ,yes,none 
"RT @GzmLucas: Après 1 an de préparation, voici mon plus gros projet ! Mon premier court-métrage officiel qui, je l’espère vous plaira ❤️✨ J…",,none,no,none
@prv_aziz Mais lui c'est un gros fils de pute lui,Insult,"Hate speech ,sexism ",yes,"Hate speech ,sexism "
@prv_aziz Bah c'est un gros fdp c'est tout ce qu'il y a à savoir (+ c'est un dragon céleste),,bullying ,yes,bullying 
@Dragocmoi @heyomeech956 @Timahi_ En gros il dit que faut que ce soit les argentins qui gagnent pck dans leur équip… https://t.co/pOA3oE62uF,,none,no,none
"RT @LeaFrct: Ma petite sœur de 20 ans étudie à #Bordeaux, elle vient de me raconter sa soirée après France-Maroc. Elle a croisé la route de…",,none,no,none
"RT @lae_gmz: « j’suis attachée mais t’es un Renoi, t’es pas musulman, tu pries pas tu préfère dealer » mais pitié qui gère la musique de We…",,racism,yes,racism
"Les filles qui ont les gros seins pensent qu'elles peuvent nous contrôler Lol 
 tout d'abord vous avez raison mais....🤔🤔🤔",,"sexism, hate speech ",yes,"sexism, hate speech "
"RT @camsouu7: Être une femme en 2022 voilà : un connard se branle sans aucun gêne sur moi dans le @RERD_SNCF , quand est-ce qu’on pourra en…",,hate speech ,yes,hate speech 
"Je viens de regarder les réponses à ce tweet, les américains sont les plus gros déchets que cette terre ait pu port… https://t.co/3TSOVQ0fEd",,bullying ,yes,bullying 
@VieDeLaJoconde J'aurais pu me considérer chanceuse mais vit au XVIIIème siècle et n'a pas le pouvoir de voyager da… https://t.co/v2iASFrXYc,,none ,no,none 
"RT @camsouu7: direction ducoup goussainville on était au niveau de Villeneuve saint-georges créteil, et ce gros chien est descendu à crétei…",,none,no,none
"RT @camsouu7: Être une femme en 2022 voilà : un connard se branle sans aucun gêne sur moi dans le @RERD_SNCF , quand est-ce qu’on pourra en…",,hate speech ,yes,hate speech 
@ryuga970 gros t'es pas connu,Insult,bullying ,yes,bullying 
"RT @GilbertCollard: En Espagne, à #Calahorra, un migrant marocain détruit la crèche de Noël au marteau : il faut arrêter de croire que ces…",None,None,yes,None
@shelovesgami j'arrive pas à savoir si elle rigole tellement c'est gros,,none,no,none
RT @aure_indo: @pelagie75 @cathygu76 @DesurmontD @NWallois @CaroleRoseElai1 @LarmuzeauxElise @veroniii83 @chantal_cottin @indortho @Steeve4…,,none,no,none
"RT @GilbertCollard: En Espagne, à #Calahorra, un migrant marocain détruit la crèche de Noël au marteau : il faut arrêter de croire que ces…",None,None,yes,None
"RT @lae_gmz: « j’suis attachée mais t’es un Renoi, t’es pas musulman, tu pries pas tu préfère dealer » mais pitié qui gère la musique de We…",,none,no,none
@Epicier_du_coin Les gens aiment-ils autant le sport qu'ils ne veulent le faire croire (cf. les gros aux US)?,,none,no,none
"RT @Gear5D: Des gros comptes à +15k qui ont passé les 3 dernières semaines à allier le monde contre les algériens, comme si on avait tué le…",,none,no,none
"@Tournesol94450 @ALeaument @mbompard La critique concernait la capacité d'analyse de Bompard,toute personne ayant f… https://t.co/ph1xZIeM9l",,none,no,none
"@CBreteuil Ce serait trop long.
 En gros, celles de Tf1 et M6...",,none,no,none
@CorsiCraft @anatolium @EmmanuelMacron Je ne vais certainement pas me gêner avec un mec qui a monté de toute pièce… https://t.co/nRriPVWqMq,,bullying ,yes,bullying 
@Egzon_kb Ta deux gros fdp en bannière et tu te plains d’un gardien,,none,no,none
RT @so_mkb: Je vous demande rarement mais là c’est hyper important alors que t’es un gros compte ou pas je me permets de te demander de ret…,,none,no,none
"RT @QuentinOwona007: Les filles qui ont les gros seins pensent qu'elles peuvent nous contrôler Lol 
 tout d'abord vous avez raison mais....🤔…",,bullying ,yes,bullying 
RT @so_mkb: Je vous demande rarement mais là c’est hyper important alors que t’es un gros compte ou pas je me permets de te demander de ret…,,none,no,none
Combo gros bras cuisses musclées 😵‍💫😵‍💫😵‍💫,None,None,no,None
"RT @MessiFrance_: Il y’aura plus de 50 000 fans argentins pour la finale à Doha, une chose encore jamais arrivé dans l’histoire de la coupe…",,none,no,none
mais c’est quoi cette connasse là ???!!,Insult,Sexism ,yes,Sexism 
Va niquer ta mere ton tweet de fils de pute https://t.co/hlx3creIhR,Insult,sexism ,yes,sexism 
RT @so_mkb: Je vous demande rarement mais là c’est hyper important alors que t’es un gros compte ou pas je me permets de te demander de ret…,,none,no,none
la dernière vidéos de @Raska_yt sur les covers est vraiment bien avec un gros casting et des bons débats dans la bo… https://t.co/vQqhwIxfUE,,none,no,none
@laclasse444 @VieDeLaJoconde Nique ta mere gary c toi le debile,,hate speech ,yes,hate speech 
"Quels sont vos pronostics pour la finale ? #FRAARG 
 
 Je pense qu'il va y avoir un bon petit 2-1 pour la France et g… https://t.co/M0AiP0CXZg",,none,no,none
@barriere_dr T’es vraiment un gros débile toi,,bullying ,yes,bullying 
"@igo_mxth @ANTIFA80389340 @lasource75006 Pute, pourquoi tu supporte pas la france contre l’algerie ou maroc etc….",,hate speech ,yes,hate speech 
« ouin ouin ouin nous les noires on est pas considérées comme des standard de beauté » et Sonia Rolland ? Alicia Ay… https://t.co/7DSnC6yrjw,,none,no,none
"RT @F_Desouche: Cabriès (13) : une étudiante de 22 ans qui venait de terminer son service à Burger King, poignardée à mort sans raison par…",,none,no,none
En gros personne va mourrir https://t.co/JYhrLJvGNd,,none,no,none
RT @WakeUp24495: Ptdrrrr c’est des noirs sous Perruque de septembre à septembre et défrisés qui taille un renoi qui assume une coupe que ce…,,racism ,yes,racism 
RT @so_mkb: Je vous demande rarement mais là c’est hyper important alors que t’es un gros compte ou pas je me permets de te demander de ret…,,none,no,none
@MalliaHoneyyy @ImKiruCS @_Confessfantasm Eh va niquer ta mère sale pute stp,,sexism ,yes,sexism 
"RT @lae_gmz: « j’suis attachée mais t’es un Renoi, t’es pas musulman, tu pries pas tu préfère dealer » mais pitié qui gère la musique de We…",,none,no,none
"RT @GilbertCollard: En Espagne, à #Calahorra, un migrant marocain détruit la crèche de Noël au marteau : il faut arrêter de croire que ces…",None,None,yes,None
RT @so_mkb: Je vous demande rarement mais là c’est hyper important alors que t’es un gros compte ou pas je me permets de te demander de ret…,,none,no,none
"@smoshaner @JacquesLM4 @KenHell4 @azaouagh33 @GilbertCollard Gros lard, j'ai déjà répondu précédemment, mais t'es t… https://t.co/3ORk5es7wW",,none,no,none
"""Notre Dieu a pris un gros risque: que l’histoire s’interrompe avant de commencer,si la Loi avait été exécutée.Risq… https://t.co/6lNMCn8zZS",,none ,no,none 
RT @Vadouuuuu: Mon gros ventre 😂😭💔,None,None,no,None
RT @so_mkb: Je vous demande rarement mais là c’est hyper important alors que t’es un gros compte ou pas je me permets de te demander de ret…,,none,no,none
@nsshzd c’est égoïste d’être gros comme ça,,none,no,none
"RT @GilbertCollard: En Espagne, à #Calahorra, un migrant marocain détruit la crèche de Noël au marteau : il faut arrêter de croire que ces…",None,racism ,yes,racism 
RT @MaryC7773: Bravo à Eric Revel qui remet à sa place les affreux gauchistes que sont le gros Dray et l’affreux Zeribi. Ils sont tellement…,,none,yes,none
@TPMP Une proposition débile sans doute ;mais si chaque habitant de chaque village donnait 2 ou 3 euros pour aider… https://t.co/O3PQUK7RXA,,none,no,none
"RT @realmarcel1: L’enchaînement du gros plan sur l’énorme lustre allumé en pleine journée et « la sobriété, ça fonctionne » dans cette vidé…",,none,no,none
"@ShirleyAlmCh Gros red flag, en dehors de l’évidente référence colonialiste j’arrive déjà à visualiser les photos d… https://t.co/2jJdN7AeYy",,none,no,none
@Alex93674850 @mimi_khouryy @Crl_Johnson Peut-être marce qu'ils sont français espèce d'enfant de pute que tu es?,,hate speech ,yes,hate speech 
@JunpeiFrance Perso je regarde sur @Dealabs maintenant avant les gros achat il mettent tellement bien niveau promo,,none,no,none
@H0gAReNA @letheoricien228 Si si tes gros tu es en mauvaise santé point barre va me faire l'avocat du diable ailleu… https://t.co/AB2WYGB2mD,,none,yes,none
"@Ade_Laide_B @H0gAReNA @letheoricien228 Mdrrrr tu te contredis toi même, ils ont un corps en particulier pour une s… https://t.co/YRrsWhKRJn",,none,no,none
Marvyn et sa rebeu aux yeux verts https://t.co/anhoOCnakb,None,None,no,None
@de_beaujeu @hdomb56 Mais ce mytho a un gros problème psychologique visiblement pas récent. Carrière ratée ? QI moy… https://t.co/YmWqB5pgmE,,none,no,none
@ademYz_ quand elle dit t un renoi t pas musulman 💀💀💀,,none,no,none
"@Hypperion2 @Yaki_fr Gros cesse de pleurer sale encvler , tu sais même pas le pouvoir spéciale de son ems et tu ouv… https://t.co/qHNaeVwLQq",,none,no,none
"RT @nobru072: @ArielWeilT Je suis cycliste et je suis en entier désaccord avec vous.
 Ca pourrait être partiellement vrai si vos pistes étai…",,none,no,none
RT @so_mkb: Je vous demande rarement mais là c’est hyper important alors que t’es un gros compte ou pas je me permets de te demander de ret…,,none,no,none
J’espère que la France va battre l’Argentine surtout parce que ces derniers sont des gros racistes 😋😋,,racism ,yes,racism 
RT @Martinu74491578: MIEUX VAUT en RIRE ... C'est tellement gros ! FRANCE NFO c'est QUOI déjà ?🤣🤣🤣 https://t.co/L9TUXZGMR8,,none,yes,none
@Alcyone_MVS @batardboy @ajplusfrancais Tu as un gros problème avec l’Algérie ça j’ai bien compris mais tu es de quelle origine ?,,none ,no,none 
"@Samuel_Lafont Mais les sdf en france , eux ils peuvent crever …. C’est ça l’idée ! Plein le cul de cette gauche hy… https://t.co/OfRQ1K83MY",,bullying ,yes,bullying 
RT @GrabSenpai: Bleach c’est un gros 10/10 je kiffe ma vie devant les épisodes,,none,no,none
RT @IlanLamar: @Cdanslair Le gros problème chère madame c’est que les populations sont de plus en plus informées et en plus ont eu accès au…,,none ,no,none 
"RT @GilbertCollard: En Espagne, à #Calahorra, un migrant marocain détruit la crèche de Noël au marteau : il faut arrêter de croire que ces…",None,None,yes,None
"@anouchpp @AdamCarterJohn Bonjour Anouch 
 C’est tout à fait ça 
 Belle et douce journée de dimanche 
 Avec de gros bi… https://t.co/SQhpE43VIN",,none,no,none
"RT @lae_gmz: « j’suis attachée mais t’es un Renoi, t’es pas musulman, tu pries pas tu préfère dealer » mais pitié qui gère la musique de We…",,none,no,none
"RT @QuentinOwona007: Les filles qui ont les gros seins pensent qu'elles peuvent nous contrôler Lol 
 tout d'abord vous avez raison mais....🤔…",,bullying ,yes,bullying 
@lavierge_225 La pute...,Insult,Insult,yes,Insult
RT @DeeploInsoumis: @Clem_Autain on aimerait comprendre par quel miracle vous êtes passée de la défense de DSK au harcèlement de @AQuatenne…,,none,no,none
"@Lidbdemocra_d tu n’es qu’une sale pute nazi ,next.",,hate speech ,yes,hate speech 
Justine Skye vraiment l’une des plus belle renoi que j’ai vu de ma vie eh non https://t.co/dSttNOc9tw,,none ,no,none 
"RT @helebae: Le negro qui chante avec elle, pas mon frère.",,none,no,none
"RT @realmarcel1: L’enchaînement du gros plan sur l’énorme lustre allumé en pleine journée et « la sobriété, ça fonctionne » dans cette vidé…",,none,no,none
La joie et un gros pincement en même temps. https://t.co/uVUin7YWow,,none,no,none
@Divinereinmoney @ReineVietnamPrv lave les sale pute,,hate speech ,yes,hate speech 
"RT @victoireKeravel: STOP aux détracteurs qui disent que j'exagère sur les dealers, délinquants à #Nantes regardez la vidéo prise cet hive…",,none,no,none
"RT @ThisIsDamso: Mettez du respect sur le blase de Damso.
 En toute honnêteté, son équipe et lui sont les seuls dans l’industrie à faire ce…",,none,no,none
@zinyiik @RMCsport Non il avait toujours dit que si la France était en demie finale il irait quand à Benzenul s'il… https://t.co/JrkwgudYqo,,none,no,none
@jmyremets En lisant tout les commentaires je me rend compte que pas mal de vacciné ont eu des gros problèmes après… https://t.co/3JLfJ7CNPI,,none,no,none
"RT @realmarcel1: L’enchaînement du gros plan sur l’énorme lustre allumé en pleine journée et « la sobriété, ça fonctionne » dans cette vidé…",,none,no,none
@AmiDeConscience @humans_linkup @NoJab69 @delasttours @AlexisPhilo Ca va bien se passer je n’ avais pas vu votre pr… https://t.co/3wRo5SM0h0,,none,no,none
"A votre attention s'il vous plaît🚨🚨 
 
 Offre d'emploi : 
 
 Si vous connaissez quelqu'un qui a un gros ventre dites l… https://t.co/RkfgyRCZls",,none,no,none
C'est une dinguerie d'être aussi gros https://t.co/Rb48zLgpGa,,none,yes,none
RT @qo_ideme6: @jmyremets @AliceVeille Livres de Michel Delorgeril. Tout est référencé. Les chiffres viennent des agences officielles et ét…,,none,no,none
"Mdr t’es trop débile, la maman en a rien a faire bref paye bien à la fin en tt cas https://t.co/aCwJFByPks",,hate speech ,yes,hate speech 
"@Sosaaaaaaaw En gros Elle va voyager partout en France et dans le monde, se faire offrir des cadeaux par des marqu… https://t.co/Fqqy5yPghI",,none,no,none
les paysans qui se lèvent 45 ans avant que le train arrive en gare gros assieds toi ???,,none,no,none
"RT @GilbertCollard: En Espagne, à #Calahorra, un migrant marocain détruit la crèche de Noël au marteau : il faut arrêter de croire que ces…",None,None,yes,None
RT @so_mkb: Je vous demande rarement mais là c’est hyper important alors que t’es un gros compte ou pas je me permets de te demander de ret…,,none,no,none
@maliksaules @DodoBenArfa5793 @PenaldoPp7 Ptdrrrr le pire c'est que j'ai fait ce tweet pour délirer mais je savais… https://t.co/ph49Xeog2t,,none,no,none
"RT @GilbertCollard: En Espagne, à #Calahorra, un migrant marocain détruit la crèche de Noël au marteau : il faut arrêter de croire que ces…",None,None,yes,None
"RT @xXGorkXx: J'aimerais tellement connaître l'humain ou l'humaine qui a fait ça pour les chats qui vivent dehors, juste pour lui faire un…",,none,no,none
@Littleidiot72 En gros Mandanda conseille le profil de Copan pour apporter de la vitesse et DD retient le profil ma… https://t.co/2spYvejbPw,,none,no,none
J’me suis couché à 20 heures et levé naturellement à 6h30 jsp si j’suis en yeslife ou un gros daron de 45 ans… https://t.co/pBNtTIjq4G,,none,no,none
"RT @GilbertCollard: En Espagne, à #Calahorra, un migrant marocain détruit la crèche de Noël au marteau : il faut arrêter de croire que ces…",None,None,yes,None
"RT @GilbertCollard: En Espagne, à #Calahorra, un migrant marocain détruit la crèche de Noël au marteau : il faut arrêter de croire que ces…",None,None,yes,None
RT @kevinbossuet: « Il faut dans l'enseignement de l'#histoire renouer avec le récit national afin que tous les élèves quelle que soit leur…,,none,no,none
"RT @GilbertCollard: En Espagne, à #Calahorra, un migrant marocain détruit la crèche de Noël au marteau : il faut arrêter de croire que ces…",None,None,yes,None
"RT @GilbertCollard: En Espagne, à #Calahorra, un migrant marocain détruit la crèche de Noël au marteau : il faut arrêter de croire que ces…",None,None,yes,None
Gros match !! pour les pro Argentin partager cette barrière viva Argentina #ARGFRA https://t.co/AciFxK3b1d,,none,no,none
"@tprincedelamour Mais si on a déjà vu -20 dans l'est de la France, et même ailleurs je me souviens d'un -18 en jour… https://t.co/JBNLtCBoTJ",,none,no,none
@Dreamspirit10 @lefty473 @Footballogue 0 X 10 ça fera toujours 0! A partir du moment ou les binationaux choisiront… https://t.co/ytfqAozHcx,,none,no,none
@mathisperraudi3 Ah gros jtai pas répondu j’étais occupé 👀,,none,no,none
"@elfecoquine Bonjour jolie bricoleuse!... Ces dentelles sont magnifiques 😍, tout comme le sein qu'elles protègent.… https://t.co/zIRaY9igcm",,none,no,none
@RMCsport Un gros bouffon ce type,Insult,Insult,yes,Insult
RT @IlanLamar: @Cdanslair Le gros problème chère madame c’est que les populations sont de plus en plus informées et en plus ont eu accès au…,,none ,no,none 
"@Lb__211 @IL_Makeup Il est complètement débile en big 2023 d'avoir ce genre de discours, vous voyez pas le nombre d… https://t.co/fBAXgO30DJ",,bullying ,yes,bullying 
"RT @LeaFrct: Ma petite sœur de 20 ans étudie à #Bordeaux, elle vient de me raconter sa soirée après France-Maroc. Elle a croisé la route de…",,none,no,none
"@ManuPointCom Son gros souci, c'est qu'elle n'est toujours pas sortie de sa période ado anarchisto ridicule.",,none,no,none
"RT @GilbertCollard: En Espagne, à #Calahorra, un migrant marocain détruit la crèche de Noël au marteau : il faut arrêter de croire que ces…",None,None,yes,None
@SalomonRainbow @iciouparla @PlacardDeCasa Ah oui ça la fait appartenir à un certain sérail. À une époque elle avai… https://t.co/gXlkeFAwF3,,none,no,none
Si il est en train de se passer ce que je pense je suis un gros gros clown,,none ,no,none 
"@christine_kelly C’est bien de s’assoir et de taper sur les grévistes, quand on gagne un gros salaire pour dire sou… https://t.co/PggcNZZV9k",,none,no,none
"@kvin_archi @Tantine99 Oui en gros t'as pas de définition, intéressant",None,None,no,None
@despaciflette fallait dodge les blancs gros,,none,no,none
@kyliesxad @GvrTutur @amineriree t’es ptits seins il t’en mets une pas deux dedans sale pute,,sexism ,yes,sexism 
RT @cst_nessss: On a trop pris l’habitude d’attendre les matchs du Maroc là y’aura un trop gros manque,,none,no,none
"RT @GilbertCollard: En Espagne, à #Calahorra, un migrant marocain détruit la crèche de Noël au marteau : il faut arrêter de croire que ces…",None,None,yes,None
"RT @BFMTV: ""L'Argentine, ça va être un gros morceau""
 
 Alain Giresse, ancien footballeur de l'équipe de France, est à Doha pour soutenir les…",,none,no,none
"RT @realmarcel1: L’enchaînement du gros plan sur l’énorme lustre allumé en pleine journée et « la sobriété, ça fonctionne » dans cette vidé…",,none,no,none
@PCSFMINFO @peoplecons Nous rentrons aujourd'hui mais oui je vais clairement demander le remboursement de nos panel… https://t.co/9fJn05YQb6,,none ,no,none 
"RT @SCCR_212: GROS GROS GROS BIG UP au public qui s’est déplacé au Qatar 🇶🇦 
 
 Vous avez été énorme et exemplaire ! 👏❤️🇲🇦 https://t.co/4ZHbY…",,none,no,none
RT @kevinbossuet: « Il faut dans l'enseignement de l'#histoire renouer avec le récit national afin que tous les élèves quelle que soit leur…,,none,no,none
"@TomTom91098070 @CH_Gallois @EmmanuelMacron 😅t'es débile ou quoi il a foutu, fout et foutra ce qu'il reste de ton ""… https://t.co/NuQaA4gGHe",,hate speech ,yes,hate speech 
"RT @GilbertCollard: En Espagne, à #Calahorra, un migrant marocain détruit la crèche de Noël au marteau : il faut arrêter de croire que ces…",None,None,yes,None
RT @so_mkb: Je vous demande rarement mais là c’est hyper important alors que t’es un gros compte ou pas je me permets de te demander de ret…,,none ,no,none 
"un corps """"""féminin"""""" hein entre très gros guillemets ça veut rien dire ""un corps féminin"" fuck la cisnormativité",,hate speech ,yes,hate speech 
"RT @xXGorkXx: J'aimerais tellement connaître l'humain ou l'humaine qui a fait ça pour les chats qui vivent dehors, juste pour lui faire un…",,none ,no,none 
@marc_perrollaz @GaliaAckerman Il faut être débile à la solde des Russes pour débiter une ânerie pareille.,,none,yes,none
"RT @Tristzzer: 2 bémols sur le concert de Damso : les blancs sont tellement à l’aise avec le n-word c’est maladif, ça chantait des gros : «…",,none,no,none
"2 bémols sur le concert de Damso : les blancs sont tellement à l’aise avec le n-word c’est maladif, ça chantait des… https://t.co/Pt50T1jPHc",,none,no,none
@ChangeL27234319 @jerome93100 @sgaravazzi @cpasdeslol18 @DamienRieu déjà parle mieux de la religion sae pute,,none,no,none
@ChangeL27234319 @jerome93100 @sgaravazzi @cpasdeslol18 @DamienRieu Allez sale débile retourne dans ta campagne pou… https://t.co/hCWNXB90Bd,,bullying ,yes,bullying 
"@LoL_Melon C’est très facile. Team hiver car pull, chemise et gros manteau donc je peux porter mes montres peinard… https://t.co/K8CLo7WknV",,none ,no,none 
RT @so_mkb: Je vous demande rarement mais là c’est hyper important alors que t’es un gros compte ou pas je me permets de te demander de ret…,,none,no,none
"RT @JANGUYENVANTAM: @pjacquemain @GDarmanin Quand ton seul problème est qu’un élu souhaite un joyeux Noel, c’est que t’es vraiment déconnec…",,none,no,none
"RT @GilbertCollard: En Espagne, à #Calahorra, un migrant marocain détruit la crèche de Noël au marteau : il faut arrêter de croire que ces…",None,None,yes,None
"RT @HeurafoodsFr: L'un des plus gros mythes perpétués par l'industrie de la viande animale, c'est de faire croire que manger de la viande l…",,none ,no,none 
"Il ne veut pas la guerre,pauvre conne,il veut que POUTINE quitte l’Ukraine et laisse les Ukrainiens reconstruire le… https://t.co/uLMeuzplcI",,none,no,none
"Il existe des hommes tellement méchants. Une femme meurt pour lui, il la choisifie mais il ne veut pas la laisser p… https://t.co/0BbbFTnoQg",,none,no,none
@lemonde_va Sombre conne,Insult,Hate speech ,yes,Hate speech 
"RT @walid_bskr: La remise en question est devenue chose rare, même le plus gros des ignorants se prend pour une montagne de savoir qui ne d…",,none,no,none
"RT @lae_gmz: « j’suis attachée mais t’es un Renoi, t’es pas musulman, tu pries pas tu préfère dealer » mais pitié qui gère la musique de We…",,none,no,none
"@Zebigreg @LoutreMalou @enedis Oh pu…naise !
 Moi qui croyais que c’était une blague, du second degré.
 En fait non,… https://t.co/lh8ZsTijZO",,none,no,none
RT @so_mkb: Je vous demande rarement mais là c’est hyper important alors que t’es un gros compte ou pas je me permets de te demander de ret…,,none,no,none
"RT @ThisIsDamso: Mettez du respect sur le blase de Damso.
 En toute honnêteté, son équipe et lui sont les seuls dans l’industrie à faire ce…",,none,no,none
"RT @GilbertCollard: En Espagne, à #Calahorra, un migrant marocain détruit la crèche de Noël au marteau : il faut arrêter de croire que ces…",None,None,yes,None
@utilisateurfrs vraiment c’est un gros chien,Insult,hate speech ,yes,hate speech 
"@BourgeoisEliane Je te remercie ma Eliane. 
 Gros bisous 💗",,none,no,none
"@BourgeoisEliane Bonjour ma Eliane. Tu vas bien ?
 
 Je vais commencer mes cartons lundi. Je visite en janvier et si… https://t.co/CiwxUwxOgK",,none,no,none
@Un_EtreHumain En gros c'est du viol 😈,,none,yes,none
"RT @lae_gmz: « j’suis attachée mais t’es un Renoi, t’es pas musulman, tu pries pas tu préfère dealer » mais pitié qui gère la musique de We…",,none,no,none
"RT @HappyBeingMe_: @LouisahCamara @N_mangolo En gros Elle va voyager partout en France et dans le monde, se faire offrir des cadeaux par d…",,none,no,none
"RT @LeRobert_com: Qui choisit les nouveaux mots et sur quels critères ? Comment les repère-t-on ? Découvrez vite ce ""Top 12 des questions q…",,none,no,none
@EriiLouloup OH PTN OUI a part les 2 gros en haut xD Ptn j'avais meme pas remarqué hahaha,,none,no,none
"Pour ceux qui savent, comptez le nombre de fois ou l'on voit le président Trump en gros plan dans la vidéo de sa so… https://t.co/Bnnn0PzRhj",,none,no,none
@lalalaaau_ Ahahaha si j'étudie mais la j'avais redoublé tout en validant un semestre (a la fac) du coup ça fait de… https://t.co/Y476iLYjjM,,none,no,none
"😹😹😹si j’étais garçon je serais un gros coureur de jupon sans aucun doute,trop de jolies go à Cotonou https://t.co/QDwu7gIQQk",none,,no,none
"RT @nobru072: @ArielWeilT Je suis cycliste et je suis en entier désaccord avec vous.
 Ca pourrait être partiellement vrai si vos pistes étai…",none,,no,none
Bonjouuuuur votre pute à une garde robe illimité ajd qui pour regarder mon live essayage ? 🐶,sexism ,,yes,sexism 
"RT @LadyPixie6: Les gens qui utilisent l'argument de la justice réhabilitative pour défendre Quatennens, eh gros sayer :
 
 - Il a pris du su…",none,,no,none
RT @nsrmzll4: Y’a plus de harcèlement scolaire au collège pour qu’on laisse des zwemel comme ça s’afficher ?,none,,no,none
@Elias_bknn @enguyen2710 @OneCubeFR C’est un avais la ? C’est une généralité complètement debile car tout le monde est différent,bullying ,,yes,bullying 
"@CreoffM @maman_desenfant En France, on ne revient pas sur une decision de Justice. 
 Mais, c'est aussi l'ASE qui ve… https://t.co/aKElxaK3Jr",none,,no,none
ptdr c du harcèlement la bg https://t.co/kieouQqgWz,none,,no,none
@Dakiid_X @51_many @bournes777 @yazid_m13 Non mais même y’a quand même des bon joueurs français (origine) faut pas… https://t.co/62ropL3RBg,none,,no,none
@ActusPays Le tweet le plus de debile du début de ma journée 😅😂🤣,none,,no,none
"RT @kisscoo65376227: Il y a vraiment de gros problèmes d’attente pour les métros et les bus en particulier !
 
 Que prévoyez-vous concrètemen…",none,,no,none
"@carrolithe08 Oui, ce midi petit salé aux lentilles et mousse au chocolat 🍫 
 Gros bisous 😚 😚 😚 😚",none,,no,none
"@Jade_EM2022 Moi j'ai 3 de mes petits enfants qui arrivent jusqu'à vendredi, que du bonheur gros bisous 😚 😚 😚",none,,no,none
@mz___________ Économise tsais les gros csc,none,,no,none
@StopAuxMasques Rarement vu plus conne https://t.co/gXrslnVl9O,none,,no,none
"RT @FDEVPimsCovid: @SellamiSabrina1 Après les embrassades, les gros câlins ,les mains serrées du président durant son voyage au Qatar, il v…",none,,no,none
@pelagie75 @cathygu76 @DesurmontD @NWallois @CaroleRoseElai1 @LarmuzeauxElise @veroniii83 @chantal_cottin @indortho… https://t.co/KVIjccnXET,none,,no,none
RT @IlanLamar: @Cdanslair Le gros problème chère madame c’est que les populations sont de plus en plus informées et en plus ont eu accès au…,none,,no,none
Dès que ya un gros truc qui sort ye que ce genre de merde pour dire ca sah,hate speech ,,yes,hate speech 
Lecole ohhhhh mon dieu je me lance dans un si gros pari a vraii dire ca me ferrait trop chier de voit mes potes pas… https://t.co/iiqRSgXfru,none,,no,none
@GoldTempest Ah oui c’est la pp de l’autre fils de pute,sexism ,,yes,sexism 
"En cette journée de gros audimat ,je voudrais souhaiter un joyeux anniversaire à Francis Chavanon 58 ans de Vierzo… https://t.co/9FW7PwngSe",none,,no,none
"Les team hivers j'ai enfin découvert leur profils
 C'est des gens qui vpnt pas à l'école/pas au taff, des gros chôme… https://t.co/uSZrvbOQQe",none,,no,none
"@pjacquemain Joyeux Noël, gros FILS DE PUTE 🖕",hate speech ,,yes,hate speech 
