text,Label
« sale pute » psq j’ai pas répondu à un chien dans la rue non mais je rêve,Sexism
"« Si t’es ferme, personne te tourne autour ». Le harcèlement, cette légende urbaine 🙃 (sans parler de l’histoire de… https://t.co/79AdA29S8Y",None
« T’es renoi tu préfères Dealer » 🤨🤨 https://t.co/l9Qc89NyVj,Racism
ça fait longtemps que la grosse pute a pu fait de fc insta pour me pister,Sexism
"Ça devient gros vos ficelles de cautionner la pédophilie en faisant dérivé le sujet sur autre chose hein. 

Elle dé… https://t.co/jvn3PnHkKT",None
"Éteignez-moi ce peuple nazis pitié, qu'ils pleurent ces gros racistes. https://t.co/FFW6kReoA1",None
"Aaah nan j vais pleurer 😭 
Un gros coup ça peut faire mal mais j veux pas me battre avec mon fandom 😭… https://t.co/ZitUMausRa",None
Ah oe encore une renoi https://t.co/RDaw4dX3DB,Racism
ah ouais la conne https://t.co/Vf1y9jVIzn,Bullying
Ah tiens un gros fils de pute parle. https://t.co/T6MA20kypW,Hate_Speech
Ahahahaha mais tu délires gros https://t.co/mC5vsi7Zt4,Bullying
Aller bz vos mères les pute faites marcher vos metro déjà bande de gros fils de pute https://t.co/jj9xpFfzwM,Sexism
"Aller un petit Diablo à 96.66..666...666...666 USD. 🤣🤣
En gros, vends ton âme au diable et fais toi Cucker. Cette m… https://t.co/HgWxxgUeqq",None
"Anale ou vaginale 😄😁, plutôt connasse @sandrousseau https://t.co/K5hMaiQSlR",Sexism
att le gros poulet il est côté conducteur là https://t.co/3heG5yKozM,None
"Attend, attend, t as un renoi qui a accepté de faire un feat pareil???! https://t.co/am8OrvyTNA",Racism
au fait c’est des renois qui ont inventé l’arabe :)),Racism
"Au gros nous serons mancuniens, ici c’est citizen et basta https://t.co/SkkYG2rreb",None
"Aujourd'hui, 18 décembre, c'est la Journée Internationale des Migrant·es ! #MigrantsDay 

Nous vous proposons de (r… https://t.co/mSwiFz208O",None
Avant j’étais là 15 pq j’étais petit et skinny. Maintenant je suis la 5 pq je suis petit et j’ai des gros nibars https://t.co/WObsAC29Jy,Sexism
Avc tt ce qui ce passe je vois pas comment un rebeu qui a la double nationalité pourrait accepter de jouer pour l’équipe de France,None
"Avec tous le respect, mais un gros coup de genou dans la tête est c’est fini. https://t.co/z5GLO7H20M",Bullying
Awe made t’es un renoi ??? Jte softblock direct  https://t.co/BVskq3GbLM https://t.co/1sh67XI0tO,Racism
Beba qui s’étonne de mes gros pets destructeur alors qu’elle dort toutes les nuits son gros nez collé à mon fion,Bullying
"Benzema est / a été conseillé par ce type de personnes mdr 
Comment vous voulez qu’on le prenne pas pour un débile… https://t.co/akye9qoFOI",Hate_Speech
"Bidonnage ! Le ""marché carbone"" permet à des gros pollueurs de polluer à volonté ! https://t.co/MTXB4WoM9K",None
"Bon dimanche les amis 🥰❤️
Aujourd'hui full M+10 pour vous aider pour vos coffre et Raid Hm viewers 19h30, et encore… https://t.co/7KuGV8hE7U",None
bon faut j'aille faire du sport là aller gros lard,Bullying
"Bon, jour de finale, tous les bandeurs de l’argentine vous êtes des gros suceurs, je veux même pas vous entendre après le triplé du Kyks.",Hate_Speech
Bon…. petite Clim pour Léa fans de Blue Exorcist.. Les gens ne veulent carrément pas un anime original mais un anim… https://t.co/FIhBnW486V,None
Bonjour bonne journée gros gros bisous 😇💨💦💋💋💋 https://t.co/lxhmzUHhpA,None
"Bonjour mes amis,
Comme hier, je me presse de vous souhaiter un très doux dimanche de décembre 🙏✨💝
Vu le chantier e… https://t.co/KJRkhaUzi0",None
Bonjouuuuuur mes Pioupious j’émerge à peine il faut dire que la nuit fut très courte… gros bisous et bon dimanche à… https://t.co/FhTJfKHN8K,None
Brade Pitt A Gore Gone Zola du Brésil &amp; il FO que tu la Décode Fissa MA Bell Valérie bègues dénuée du Gros Lapin Bè… https://t.co/r7R67OTzUO,Sexism
"Bravo Rémi 👏 bonne rentrée chez les "" gros "" Bonnes Fêtes et à bientôt à Mathon. Salut oyoman ❤🖤💪👍 https://t.co/10oUYbdwnO",None
c trp bizarre dappeller ube meuf maman dès que vous voyez qu’elle a d gros seins mddrr,Sexism
"C un blanc qui a créé les personnages Marvel, mais y a quand même des renois qui défendent Black Panther comme ci c… https://t.co/SdC1hyO7SQ",None
Ca va être certainement le plus gros flop de la décennie https://t.co/qoERhXBxqF,None
"C’est bon maintenant vos pays sont éliminés ont peut arrêter avec la zumba meilleure CDM de l’histoire ou pas ? 

M… https://t.co/C0TSKOr5BH",None
c’est connu : tout le monde connait sur le bout des doigts one piece !!!! fils de pute va https://t.co/Vdck7YawUQ,Hate_Speech
C’est le raisonnement le plus débile que j’ai jamais lu https://t.co/8rjOQVwAYq,None
"Catsitting réussi avec Laszlo, gros pépère qui a été récupéré dans la rue par une association et qui est devenu une… https://t.co/dgOKufGcqc",Bullying
"Ce gros cafard est resté des mois à ronfler comme un gros porc dans ma chambre avec sa fille. 
Elle a péta des truc… https://t.co/mfB7jsmh13",Hate_Speech
Ce soir la coupe du monde !! Ça va être un gros bordel 🇫🇷🇫🇷,None
"Certains politiques peuvent se dire :
""J'ai eu un gros problème d'élection""",None
"c'est absolument pas de la faute de Undead Unluck si l'adaptation de Stone Ocean vous a déçu.

Surtout que la récup… https://t.co/QNzSa3C9Sw",None
C'est débile mais j'aime bien l'initiative 😂💪 https://t.co/y6R8uEo0wP,None
C'est du harcèlement là laissez nous aimer le foot trkl https://t.co/FysrySuq1I,None
"C'est un projet qui lui a pris des mois et des mois, son plus gros projet les reufs donc allez stream à balle svp https://t.co/bggS6iSUXu",None
"C'est un vieux qui fourre le cul d'une pute quand tout à coup son fils rentre dans la pièce et lui dit ""Oh putain ça c'est une déchirure """,Sexism
Cette enfant de svlope qui insulte et qui bloque tous de suite mdrrr bande de gros fils de pvte 🇫🇮⚔️ https://t.co/rQhycwcOoH,Hate_Speech
"Cette fierté que ces fils de pute prônent… 

J’espère il savoure son voyage en enfer",Hate_Speech
"Cette mentalité de je préfère voir Messi soulever le cdm que l’équipe de France même si je suis français , y’a qu’e… https://t.co/AcCaG34Saz",None
Chui vrmt un gros cave en ce moment je dégoupille tt ce que j’ai sur les autres je m’en rends compte,None
"Comme le précise Sandra Regol, c’est du harcèlement contre les villes dirigées par les verts. Pour le reste si la p… https://t.co/Vt1BSPi9BU",None
Comme quand on aborde le sujet des urgentistes ces gros nul qui réduisent en esclavage les jeunes et pu il n’y a au… https://t.co/crWi7ht891,Hate_Speech
comment bereal ça prend la teeeete wsh c l’heure de ton be real c l’heure de ton be real OH g pas envie fils de pute,Hate_Speech
Comment elle est conne https://t.co/EZE0FsEinJ,Bullying
comment j’ai horreur des rebeu qui joue les renoi,Racism
Complètement débile https://t.co/C6WmRt04Bt,Bullying
"Congratulations, Dr. @Eniola_Gros!!! https://t.co/viSTzJQ2Mu",None
"Coucou les Ami(e)s 🤗
Bon dimanche cocooning si vous pouvez, dehors il fait très froid  -4°
chez moi🥶. C'est pas gra… https://t.co/aBhgweZ224",None
"coucou twi! ❣️
sur insta j’organise un gros concours si ça vous botte !! 

https://t.co/jn0xVqGqOX https://t.co/Yynbt8gwGZ",None
"Cowboy bebop c'est bien ? 
Donne ton avis en commentaire lâche gros pouce en l'air comme Natouf",Hate_Speech
"Critiquer les gens qui disent bien vouloir voir Messi soulever la CDM, pour juste après enchaîner par un ""quel gros… https://t.co/kxXpOTZG73",None
"Désormais seul dans le groupe #BoycottQatar2022 , il rêve secrètement à une victoire Argentine.
Que les gros beaufs… https://t.co/qSHFYKUYw3",None
"Des législateurs Américains demandent à Activision, EA, Epic, Microsoft, Riot, Sony, Valve et d'autres, des informa… https://t.co/KdFvt5I2dQ",None
"Devient ? Les fans s’attaquent à Benzema après sa nouvelle publication, « Il devient débile »… https://t.co/YF3TLyGgOw",Hate_Speech
"Différence entre un petit calibre et un gros calibre.
Explication courte en vidéo ⬇️ https://t.co/gsHNRmVZWV",None
dire des choses blessantes d’une personne qui vous a littéralement rien fait ça montre vrm un gros manque d’intelli… https://t.co/NybK0wKrvR,None
"DIRECT. Guerre en Ukraine : après les bombardement russes, Zelensky déplore «de gros problèmes d'alimentation en ea… https://t.co/JoM0f5iZc1",None
Dit t’elle alors qu’elle est en chien sur les renois Tchip 😂😂😅🤣🤣😭😝 https://t.co/GhkRTjn5vP,Sexism
"Donc après avoir banni « Poupette » de mon Twitter d’air que je le fasse aussi pour Yousra ??
ARRÊTEZ DE DONNER DU… https://t.co/WdgXZ0WVme",None
Donc je fais un gros doigt à ceux qui ont déchargé leurs haine contre moi juste pour avoir dit des vérités sur Deni… https://t.co/Wwg9K8FU6r,Hate_Speech
Donc la mode des gros front c grâce à @rihanna ou bien,None
Donc là y’a achraf hakimi qui se fais soudoyer par massyle le gros pede je chiale de rire,Homophobia
"Donc pour i24 et des journalopes et les gros médias lèche bonbon, être militant pour contre l apartheid fait de lui… https://t.co/VZCXERt18y",Hate_Speech
Donc tous les supporters argentins sont racistes en fait ? Mdrr des que y en a un qui commente mes tweete je vois l… https://t.co/EORIbdmbUE,None
Drake doit aller en prison ce fils de pute https://t.co/XU1L64YSjX,Hate_Speech
"📅 Deck #09 | Pick #059 | #TTFL 

𝟭 𝘅 𝗕𝗼𝗼𝗸𝗲𝗿 🥇🌟 | 𝟳𝟵
2 x Butler 🥉 | 45
1 x Kawhi | 41
5 x Lillard | 34
1 x Mitchell… https://t.co/1Ie4HgIiS2",Remove
🔴Puté noël ça approche vite  !boutique https://t.co/qnF9seSgZ8,None
"🇫🇷 Pour la journée internationale des migrant.e.s, découvrez l’entretien avec @Shoshana_Fine : ""Politique extérieur… https://t.co/xDnq4MF5dR",None
"🎥 LE PLUS GROS COMEBACK DE L’HISTOIRE ! 𝜕dalvincook marque un TD de 64 YARDS, et 𝜕TheeHOCK8 marque la conversion à… https://t.co/MDv2xE8qRo",None
Elle est conne ou quoi https://t.co/JrsI5zTTgf,Bullying
"Elle est vraiment très très forte , ou très très conne , Votre avis SVP @sandrousseau ? #NUPES,#EELV , la dès putes https://t.co/daRX1BpwZ4",None
Elle m’énerve cette grosse conne la https://t.co/0VCKdMs9vq,Bullying
Elle va lâcher un gros twerk en direct l’émir du Qatar il va peté un câble https://t.co/ZZdwkjlbBu,None
"En anglais mais ça donne quelques infos sur la différence entre les skis Fisher et les autres, et les gros écarts d… https://t.co/UTJeft77L2",None
"En fait les meufs elles ont jamais le droit de se tromper en fait ? Quand elles s'intéressent à un truc de ""mec"" ça… https://t.co/MhyFnoyD3y",None
"En fait volo, c’est le sangoku réel.
Il quémande de l’argent au monde entier pour en faire un gros tas. Mais que va… https://t.co/KKBLGf2EzP",None
"En gros ce qui lui faire peur c'est l'usage de la force par les autres pays que le camp occidental,
Depuis les anné… https://t.co/6NVdBxm2LD",None
en gros g juste pas ft l’amour la gav et le plan a 3 quoi,Sexism
En mode c'est que les stay qui vont  remplir les 40k places de la salle et que tout le fandom est trop débile pour… https://t.co/sPgU1wSVFJ,None
En olus si on suit sa logique débile l'argentine est une equipe européene aussi. https://t.co/IAXP3fyUk4,None
En Sah sachant que les armys sont majoritairement des gros fans de musiques tu peux parler avec oklm 🧍🏾‍♀️ https://t.co/BAo9lx2TYV,None
En vrai qd tu regarde les equipe de la France Allemagne Brésil Espagne Portugal c la tu vois messi il a pas de gros… https://t.co/Lt36BviOuX,None
"Espèce de gros fils de pute, t’es né en France tu te prends pour un catalan, wAllah que vous êtes les plus gros CHE… https://t.co/XvRRuaQ7IM",Hate_Speech
Et comment tu défend des mecs qui vont tabasser dans les rues avec dés objet contendant et dangereux des supporter… https://t.co/83HbG94L0n,None
"Et de vocabulaire.  Tu commences par ""gros calin"" c'est pas satisfaisant,  donc  tu finis par parler de zizi, testi… https://t.co/6fyB2qT7Eh",Sexism
"Et donc la partie 3 est dispo sur Patreon en audio et en vidéo, rejoignant ainsi : 

- MEGA MAN 7 - La Croûtique (a… https://t.co/d2kA92PVl4",None
Et gros faut arreter avec la narrative du suicide des parents qui DETRUIT des enfants t’es pas dans leur tete en fait,None
"Et j'espère qu'il se fera quotidiennement enculer sans lubrifiant par un gros afro-yankee doté d'un 28,7 bien veiné. https://t.co/XTqP9ByzTo",Racism
"Et oui, ces gros raslars 

Tu peux pas supporter autant de racistes quand t’es noir ou arabe imo. 

J’ai toujours f… https://t.co/aik3ilXFIm",None
Ethann me dit dans ma classe y a une fille qui dit des gros mots tu sais elle dit quoi comme gros mots ? « Starfoullah » 😭😭😭😭😭😭😭😭,None
Fait pas le gros j’ai les croc,None
faut faire des vols spéciaux pour les gros ou ils devront pedaler pour faire avancer l’avion https://t.co/u6uy8AYImw,None
Fils de pute,Hate_Speech
Fin de l’intrigue : road trip en amoureux en foodtuck et gros f*** aux parents. Et la story de Mika prend tout son sens ❤️,None
"Franchement je peux croire au métisse ""Sans vice"" parce que en vrais on choisit pas de qui on tombe amoureux mais l… https://t.co/IzOiOxC0Fa",None
game reroll Lux 3 pcq augment 180% je joue comme un débile je roll quand faut pas mais je top 4 pcq j'ai bien placé ma Taliyah 😎,None
Go chercher les bières pour 16h.. un gros match nous attend 🇫🇷,None
"Gros bisous Natacha. 😘😘😘😘J'espère que tu vas bien. Bon dimanche et bonnes Fêtes à venir.

#TeamHallyday… https://t.co/NI1rS6bllw",None
gros coup de cœur https://t.co/0ps6a7vLRE,None
Gros 🐈‍⬛ trop drôle @eelturcodana @MARGUERITTEPao1 @LancelotCrow @AmordAlma_ @Samir24100 @artofmundane… https://t.co/ocSO3lKIDM,Remove
Gros film d'intello ce matin https://t.co/uqx9OCd8l1,None
gros GG à vous @OUIGO,None
Gros j’aime trop sa manière de combattre. comment c’est un bg de ouf alors qui se fait castagner,None
Gros les prix du MIK mdrrrrr même le Music Bank n'a pas osé faire une cat1 a ce prix là https://t.co/TDrq0amxiw,None
Gros ménage à la maison avec bibou 👌♥️,None
Gros mood d'aller au ciné tout.e seul.e,None
Gros mood de se faire rajeunir par tout le monde ouin,None
Gros petou dans la loge,None
gros play @ymir1708 va écouter mv https://t.co/KmgokgdbCu,None
Gros prouveur sah on s’en fiche complètement de ce que tu fais le 31 https://t.co/4JCTNoyQXv,None
Gros scandale entre Gianni Infantino et Achraf Hakimi : « Ce qui s’est passé dans le tunnel.. » https://t.co/9tEfNBrFZt,None
Hahaha super idée. Deschamps mérite un milliard de fois la victoire et les honneurs. Il représente la France mieux… https://t.co/wal5TlMFxb,None
"hallucinant!Ce médiocre est grandiose,si il n’était surtout,et avant tout,corrompu:Il le porte sur sa bobine!Décidé… https://t.co/pwj9BDfKUU",None
Hier je téléphone chez mes parents pour savoir si mon père va mieux (gros rhume qui le faisait faire plusieurs sies… https://t.co/tQfaDoZqSX,None
Hier mon boulanger m'a indiqué que cela ne le concernait pas l'augmentation de l'électricité car il était en dessou… https://t.co/J5P8uTx8ok,None
"Houla, vous allez me dire, encore un truc compliqué, on va rien comprendre...
Calmez vous, on va y aller doucement.… https://t.co/1vBgbL1SId",None
"https://t.co/2vS3jKtXpf
Je suis resté dans la salle jusqu'au bout et la musique c'est gros banger",None
il à louer un ibis pour la bousiller ptn c’est ce genre de negro qui dérègle le marché https://t.co/HpnpF944CF,Racism
Il avait quand même un très gros cerveau Gérard Bloch,None
Il doit avoir une toute petite 🍆. Je ne vois pas d’autre explication plausible à ce balletti grotesque de gros 4x4… https://t.co/XJxkAV2HpH,Sexism
"Il veut quoi ce fils de pute, sale clochard va te faire enculer https://t.co/ihEac9ZX8W",Hate_Speech
Il y a un gros clochard qui a fait à première vu une marche arrière et qui s’est barré,Hate_Speech
il@veut quoi ce gros fdp 🤦🏽‍♂️🤦🏽‍♂️🤦🏽‍♂️🤦🏽‍♂️ https://t.co/86Pjbo1GB4,Hate_Speech
"ILS DOIVENT BIEN SE MARRER LE COUPLE FACTICE (LA PUTE ET PÉDALE) DE L'UKRAINE, DE VOIR LES STUPIDES CONS D'EUROPÉEN… https://t.co/WMlhCGkwI2",Hate_Speech
Ils envoyaient des missiles de fou gros c pas le 1er celui là https://t.co/5yWePL3ld8,None
"Imagine t'ouvres une pizzeria un jour et tu décides d'appeler tes pizza ""Peggy ma cochonne 🫦"" et ""La pastraweed mais sans weed""",Bullying
"Impressionnant quand on ne s'attarde à aucun détail. Ridicule quand on se concentre sur un seul lec rouge 
Je vous… https://t.co/kH3yLt8RHd",None
"Indice:
Un gros bac à sable.",None
Interviewer des gros racistes là comme ça et surtout transformer les propos mdr 💀 certains d’entre nous comprennent… https://t.co/PyAre0Q4Ys,None
"J5 - #PIFFF2022

#H4Z4RD -  Jonas Govaerts

Trame et rebondissements classiques mais avec une énergie dans la mise… https://t.co/a0qL4epLmD",None
j’ai bien fait de pas économiser j’aurais été là comme une conne https://t.co/lOGyRynO9u https://t.co/PqzXuu1QDK,None
J’ai du supprimer un tweet ou j’me suis archi mal exprimée sur le tweet d’une meuf tlm m’a pris pr une jalouse aigr… https://t.co/mgYg4afx5c,None
J’ai envie de la gifler comment j’ai la haine à la base je l’aimais bien mais là j’peux plus elle fait trop la bête… https://t.co/oLUbbr7X0q,Hate_Speech
J’ai jamais vu un aussi gros csc de toute ma vie https://t.co/kgaQMhOyGa,None
j’ai même pas pris espagnol au collège et j’ai compris que c’était dES GROS RACISTES ALLEZ VOUS FAIRE FOUTRE https://t.co/aWneU1eWXe,Hate_Speech
J’ai quitté la montagne juste avant la saison du ski je suis une grosse connasse,None
J’aimais bien l’ambiance argentin mais j’ai appris que c’était des gros raciste https://t.co/sE7l6xN4uu,None
J’aurai eu une casse j’aurai sonner en bas de chez la conne pour y aller au urgence !,Hate_Speech
J’crois g un soucis avec l’alcool j’arrive pas trop à me rappeller d’hier ça c enchaine si vite mais en gros g insu… https://t.co/2WVtwbp26t,None
"J’espère @JLTomy  il wype a son Retour,,  trop gang avec un gros projet sa serait trop , la la lspd c trop ahahahha",None
J’espère pour elle que c’est une fake sinon elle est débile 😂 https://t.co/KV1AwmeiNp,Bullying
J'ai retrouvé mes enfants ❤️‍🩹 ptdrrrr alvaro il est devenu gros la faute à ma mère je pense,None
jaime pas les 2 mais y’a des questions qui se posent pas c’est comme si tu me  posais la question c quoi les deux p… https://t.co/5CgAJC2lMA,None
j'avais de plus gros bras à 14 ans c'est tendu quand même,None
JAYAHAHAHAHAH c’est le plus gros flop que j’ai jamais vu https://t.co/cW8Sb4lom6,None
J'crois pas que Messi fera un gros match aujourd'hui !!!,None
Je crois elle a pas capter qu’il y avait des renois muslim https://t.co/ThU7UQIUeb,Racism
"Je défends pas l'autre débile non plus, elle sont tte les deux à l'ouest.",Bullying
je déteste quand cest écrit en gros gras comme ça 😐 https://t.co/0b1GAmo2td,None
Je l’es aime bien mais c’est des grosse merde il on jamais quitter leur mère tout l’année il sont a iep dans les cl… https://t.co/T517C9h0Wi,Hate_Speech
je me sens vraiment conne,None
Je m'inquiète de ce harcèlement incessant de l' #Ukraine qui demande encore et toujours des armes de plus en plus s… https://t.co/SMYRMsbh8u,None
"Je prends mon pied sur VV5 🤷‍♂️
V je le trouve fade et synthétique et ces nouveaux titres me confortent à la réécou… https://t.co/VglPLiIJA0",None
Je sais pas si c’est parce que je dois être aigris ptdr mais insulter ça meuf de sale pute même pour rigoler ou aut… https://t.co/W1iVOwBYsp,None
Je sent la beuh citron gros je sent pas le bois d’argent,None
"Je suis choquée, en attendant un sdf (non migrant) est mort de froid à Nantes. https://t.co/IAEptnhggG",None
je suis sûre que certains avant de sortir se disent “ta mère la pute si t’es pas poli” comment c’est possible d’être aussi mal éduqués,None
"je suis une geisha, tu me touches, tu me prends pour une pute malgré moi et en plus tu paies pas, tu amènes en envo… https://t.co/2NfDLrC9p9",Sexism
Jenleve mon maillot jsuis sappee comme une casseusse ⚰️ gros cargo noir et technique nike et parka,None
"J'entends le chant des morts, les cris de l'inhumain
Du viol de la planète sous les mines de sang
Tu le sais bien i… https://t.co/4D7zzJnsXN",None
joueurs prometteurs de la scène. Franchement si l'idée est un gros flop calculez même pas mon tweet mais si vous pe… https://t.co/0tOnXvhDE0,None
"J'suis peut être juste une connasse mais imo faut pas prendre personnellement le fait que son adversaire pop off, l… https://t.co/HPl66aWTAF",None
"juste envie de te dire de taper ""kliff undersn"" sur la barre de recherche google parce que ca va très dur — euh est… https://t.co/4ti5qoS9nw",None
jv crever de rire écoutez j’me suis jamais sentie aussi conne et honteuse d’avoir cru en quelqu’un et ça veut venir… https://t.co/qVESxzYMDT,None
J'vois les critiques sur le segment de Bray Wyatt à SD et perso j'suis grave mitigé. Wyatt est badass etc mais bord… https://t.co/rKNLShZZjW,None
Karim Benzema est un immense fils de pute,Hate_Speech
La @RATPgroup @ClientsRATP j’espère vous aller bien crevez avec une mort lente et douloureuse bande de gros fils de… https://t.co/OUfEsK94rc,Hate_Speech
La clé du match sera avant tout mentale aujourd’hui. Ils vont sûrement tenter de mettre un gros impact physique au… https://t.co/s1Btg7v7HV,None
la conne s’endort à presque 4h et se réveille automatiquement à 9h c bon,Bullying
"LA DA EST JUSTE SUBLIME, Elle va tellement bien avec le style du manga. Franchement là on tient quelques choses de… https://t.co/6KwJQ68zi9",None
"La France gagne aujourd'hui, pute argentine",Hate_Speech
La grosse patoune de mon gros bébé https://t.co/Mggcp5rzIj,None
La même logique revient sur nos rebeus évident là c’est un raisonnement pre islamique,Racism
"La non dispo de FF Pixel Remasters, FF7R, FFXVI (et Forspoken et Octopath Traveler II...) sur #Xbox reste une énigm… https://t.co/QEYuQjHaJD",Remove
"La note de 7 pour les Guests c'est pas vraiment mérité car les Guests sont lourds, juste c'était la dernière date d… https://t.co/97CE3gFdAV",None
La pizzéria que j'ai quitté suite au harcèlement vaccinal du gérant de cet établissement. https://t.co/hfadMXRWhK,None
"la troisième fois folle de rage j’ai insulté le gars, voulu me battre mais il n’a MEME PAS bougé ni meme repondu. 
ces gros lâches",Hate_Speech
"là en gros
on sait pas s'il y aura des trains dans les semaines à venir ?",None
L’un des plus gros chef d’œuvre de l’histoire de l’animation japonaise https://t.co/4W4Fkh5Qwo,None
L’un des plus gros classiques des spaces https://t.co/S4ygJNfOW9,None
Lés fan de one piece j’ai peur de vous https://t.co/xvmE0O9qLt,None
L'affûtage des griffes est aussi pour #GrossesPatounes un moyen visuel et sonore de montrer aux humains sa satisfac… https://t.co/u4u2s3Ym2C,None
Lancement de mon gros projet 2023 : l'@Apothicast !!! Plus d'infos par ici ⬇️⬇️⬇️ https://t.co/faCfImQkue,None
le boug donne consciemment de la thune à un fils de pute qui va utiliser cette thune pour continuer à diffuser sa h… https://t.co/mGswfSYcOr,Hate_Speech
Le cas yousra la je vois certain tweet de maghrébins je comprend mieux pk y a les renoi qui disent qu’on est racist… https://t.co/eodQww5qcC,None
Le cerveau détruit par votre idéologie de débile je vous déteste. https://t.co/AYdHqDMQCE,Hate_Speech
le daron est tlm gros quan il bat ma daronne il proc une stack d'Hearthsteel le batar,Hate_Speech
Le gros gros but de K Andre Miller https://t.co/vAFT7G3yvt,None
"Le mec a qui Raymond répond  s est pris un gros scud

Dommage il est sans doute incapable de le comprendre https://t.co/aPEoPrLFUe",None
le mec y se vexe prck je lui ai dmd si c'était un fake déjà gros bb et en plus il a le culot de tweeter et de me di… https://t.co/LqrpR6l4pz,None
Le pitoyable ns fait encore son no d’ado attardé excité comme 1 gamin pr le foot … la FR se meurt mais il n’en a ri… https://t.co/kxqHvw8Srl,Bullying
Le plus gros bidonville d&amp;#39;Europe se trouve en France https://t.co/dtF9F04Iub,None
Le plus gros poisseux de l’histoire c’est lui. Mettez tout votre argent sur la France. C’est écrit https://t.co/r7jh2yLrum,Hate_Speech
"Le régime du gros Kim va finir par faire une erreur et nous allons tous regretter de l'avoir laissé faire.

La Coré… https://t.co/MChAh5OKp5",None
"Le storytelling autour de Messi LaPupuce est insupportable, j’en appelle à tous mes rebeux/renois du 75,91,92,93,94… https://t.co/IdJWImSATd",Hate_Speech
"Les 3

Professionnel, rien n’a changé.

Amical : Des personnes avec qui je croyais vieillir se sont révélées être d… https://t.co/o9rjUWPjs1",None
Les américains qui ont pour stéréotype des français qu’on est aigris c’est le plus gros csc que j’ai pu voir je le… https://t.co/JvURfgFFkP,None
"Les français les plus gros hypocrites, ça souhaité la mort à Mbappe pour un huitième de l'Euro (leur a donné la CDM… https://t.co/qsh2Q2Xr5c",None
les français qui seront pr l’argentine cette après-midi vs êtes les plus gros vendus du monde,Hate_Speech
les gens qui font des plans d’argent facile ils aiment trop blamer l’escrocs quand ils se font arnaquer alors que c… https://t.co/ZFEckGeoLO,None
Les gros ils aiment pas quand on leurs dit la vérité . Vous pensez on va changer la taille des avions parce que vou… https://t.co/OO6Edr1wOK,None
"Les plus gros vendeurs d’armes au monde,donc je ne vois pas jusqu’à la ce qu’il y’a de choquant 
Et pour le journal… https://t.co/np7A25bC4l",None
Les types sur tiktok qui filment zehma leur journée réveil ménage jspkwa c’est les plus gros bdg,None
"Libé chien chien du nain élyzé hein? &amp; de son cabot très cabot el Nano Darmanino relayés par le""ze""big gros mouton,… https://t.co/jYHFXxEwga",None
Lu Dort et Poku ils aiment trop jouer a « celui qui marque un lay up c’est une pute »,Sexism
"Lui c est un gros idiot 
On peut être limité comme ça?? https://t.co/Gziq5pFKxa",Bullying
"Ma mère est nounou. Un jour, un petit de 2 ans a fait sa sieste dans mon lit (j'étais au collège). Il a fait 💩et a… https://t.co/V6wejTFejd",None
même avec des gros sièges y’aura tjr qlqun de plus gros donc ils vont devoir revoir la conception entière à chaque… https://t.co/yIpTs5neun,None
Mais c’est tellement gros https://t.co/zJfkSwNRGm,None
Mais en vrai de vrai c’est grv d’être grv d’être gros comme ça https://t.co/ypzSQkltZW,Bullying
mais ferme ta gueule sale pute https://t.co/keJn5mEvIU,Sexism
mais gros mdr https://t.co/M49HlSyayL,None
Mais il est débile ouuu ??,Bullying
Mais il va falloir un gros avion 😳😳😳 https://t.co/lMduVMJV5C,None
"mais les fils de pute qui iraient jamais au combat pour la france là, ils se torchent le cul avec le drapeau toute… https://t.co/35aDgUBIRw",Sexism
Mais quand ca disait wejdene a sorti un son reubeu renoi jpensais c'etait une blague vu que c'etait que des screen… https://t.co/x3aKf78vtM,Racism
Mais qui est cette conne https://t.co/tgQ6lBG3iq,Bullying
mais vegedream est trop en retard. il a manquait l’occasion d’avoir un gros chèque,None
Mdr ils vont tellement plier un classique la France… je le vois arriver gros comme une maison… https://t.co/AjO0mS4T9Q,None
"mdr je pense vraiment que tes tweets de Madame Irma sont de mauvais présages, je le dis sans mal gros https://t.co/7kx8kMnslS",None
MDR.. ELLE EST CAPABLE DE CA ..AUSSI...LA DEBILE! https://t.co/HVyFqTqNnN,Bullying
Mdrr meme moi cette phrase ma fatiguer logique ton daron veut pas tu côtoies un mec qui vend de la drogue noir ou b… https://t.co/KvrknHiPab,None
Mdrrr ? Mais c’est une pute ? Elle est grv coopérative hein ! https://t.co/iGkNZckrB8,Sexism
Mdrrr jaurais grv été un renoi soukali sah https://t.co/jrneDZfjp6,Racism
Mdrrrr le conducteur du train qui nous dit « et bien sûr allez les bleus attention mesdames messieurs aujourd’hui c… https://t.co/m8YNjVTbVK,None
Mdrrrr par contre les gros racistes la bas c’est pire que chez nous 😭 https://t.co/vtvtD1mnD7,None
Migrant Rooftop Protest Hotel: https://t.co/8tNtzIvtCs,None
Migrant😂👍 https://t.co/qlrPxLGM5x,Racism
mon gros bébé est sur la route j'suis si heureuse&lt;3333,None
MON GROS MÊME TA MEUF ÉCOUTE LA LEAGUE,None
mon plus gros play https://t.co/LaoE7aLVqn,None
mon rêve c’était un gros foutoir wsh j’ai rêvé du match y’avait 4-5 pour l’argentine ??? puis à genre 58 min ils on… https://t.co/YJvsW0EOAC,None
